Rank,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
279,Metroid 2133,XOne,2005,Action,Take-Two Interactive,3.14,0.09,0.36,0.19,3.78
280,Tekken 13888,DS,2000,Sports,Activision,1.75,1.19,0.22,0.61,3.77
281,Star Fox 8862,PS,1982,Platform,Microsoft Game Studios,3.37,0.21,0.1,0.08,3.76
282,NCAA Football 2659,SAT,2001,Sports,Bandai,0.46,2.83,0.39,0.08,3.76
283,Metroid 1993,XOne,1998,Misc,Square Enix,1.06,2.3,0.29,0.11,3.76
284,F-Zero 6539,GBA,1988,Simulation,Activision,0.77,2.64,0.31,0.04,3.76
285,Madden NFL 15168,PS4,2002,Puzzle,LucasArts,1.33,2.08,0.23,0.12,3.76
286,Tekken 912,X360,2000,Shooter,Take-Two Interactive,2.0,1.29,0.27,0.19,3.75
287,Sonic the Hedgehog 83,N64,1988,Strategy,Bethesda,1.27,2.0,0.36,0.12,3.75
288,NBA 9082,GC,1981,Puzzle,Sony Computer Entertainment,0.96,0.81,1.48,0.5,3.75
289,Silent Hill 8232,PS3,1988,Action,Electronic Arts,2.43,0.27,0.88,0.17,3.75
290,Madden NFL 2337,XB,2016,Shooter,Ubisoft,2.25,1.14,0.26,0.1,3.75
291,Castlevania 10646,SNES,1995,Shooter,Electronic Arts,1.84,0.71,0.94,0.26,3.75
292,Madden NFL 9573,DC,2000,Shooter,Ubisoft,1.87,0.72,0.67,0.48,3.74
293,Dead or Alive 9612,PS,1983,Adventure,LucasArts,0.37,0.76,1.96,0.65,3.74
294,Donkey Kong 1430,Wii,1994,Racing,Konami,2.23,0.51,0.79,0.21,3.74
295,Mortal Kombat 5313,N64,1987,Puzzle,Electronic Arts,0.31,2.28,1.01,0.14,3.74
296,Dead or Alive 10199,GBA,2006,Role-Playing,505 Games,0.88,2.51,0.15,0.2,3.74
297,Kirby 10364,GBA,2010,Role-Playing,THQ,2.07,1.36,0.15,0.15,3.73
298,Pro Evolution Soccer 13527,PS2,1983,Shooter,Nintendo,2.83,0.76,0.08,0.05,3.72
299,Star Fox 8709,WiiU,2002,Puzzle,Nintendo,3.35,0.29,0.06,0.02,3.72
300,Metroid 4459,DS,1991,Fighting,THQ,2.45,0.76,0.25,0.26,3.72
301,Tekken 8024,GBA,1993,Platform,Square Enix,1.7,0.42,1.48,0.12,3.72
302,Silent Hill 12286,X360,2012,Fighting,Activision,3.05,0.51,0.06,0.1,3.72
303,Silent Hill 12552,PS3,1994,Strategy,Sega,1.53,2.03,0.03,0.12,3.71
304,Dead or Alive 9294,PS2,1990,Action,Ubisoft,2.63,0.84,0.1,0.14,3.71
305,Metroid 6759,PS2,2015,Fighting,Konami,3.46,0.02,0.21,0.01,3.7
306,F-Zero 13484,PS3,2004,Misc,Activision,1.73,1.4,0.38,0.19,3.7
307,Tekken 4360,DC,2005,Platform,Nintendo,1.3,1.47,0.54,0.39,3.7
308,Mortal Kombat 14137,PSP,1980,Shooter,Bandai,0.99,1.66,0.85,0.2,3.7
309,Street Fighter 10498,NES,1999,Puzzle,Bandai,1.2,0.51,1.21,0.78,3.7
310,Street Fighter 8936,PS2,2006,Action,Capcom,0.09,2.77,0.5,0.33,3.69
311,NCAA Football 3258,DS,2013,Action,Microsoft Game Studios,2.3,0.44,0.36,0.59,3.69
312,NCAA Football 8339,XB,1992,Action,Capcom,2.6,0.68,0.2,0.21,3.69
313,Tekken 9134,WiiU,1980,Strategy,Deep Silver,1.79,1.33,0.34,0.23,3.69
314,NBA 11247,XOne,2008,Simulation,THQ,2.23,0.91,0.02,0.52,3.68
315,Madden NFL 11505,XOne,1987,Puzzle,Ubisoft,1.7,1.33,0.58,0.07,3.68
316,Tomb Raider 1026,PS,1985,Sports,Capcom,1.36,0.95,0.78,0.59,3.68
317,Silent Hill 5067,PSP,2007,Simulation,Ubisoft,1.91,0.53,1.22,0.02,3.68
318,Tiger Woods PGA Tour 4172,DS,1981,Misc,Microsoft Game Studios,2.48,1.04,0.09,0.07,3.68
319,Donkey Kong 2254,GBA,2013,Adventure,Deep Silver,0.28,2.98,0.29,0.12,3.67
320,Madden NFL 14713,3DS,2005,Platform,Activision,2.35,0.03,0.96,0.33,3.67
321,Street Fighter 10465,PS2,2014,Simulation,Bethesda,1.54,0.61,1.37,0.15,3.67
322,NCAA Football 9275,NES,1992,Shooter,LucasArts,3.53,0.03,0.09,0.02,3.67
323,Donkey Kong 10355,GC,1983,Role-Playing,Activision,1.9,0.71,0.91,0.15,3.67
324,Pro Evolution Soccer 12741,GBA,1983,Adventure,Microsoft Game Studios,0.8,1.89,0.86,0.11,3.66
325,Castlevania 11935,WiiU,1989,Adventure,Deep Silver,1.92,1.3,0.37,0.07,3.66
326,Castlevania 989,WiiU,1997,Shooter,Take-Two Interactive,0.98,1.82,0.66,0.2,3.66
327,Metroid 2526,N64,2013,Action,Square Enix,3.04,0.03,0.2,0.38,3.65
328,Crash Bandicoot 1996,N64,1985,Action,Electronic Arts,0.54,2.19,0.69,0.23,3.65
329,Mega Man 9344,PSP,1980,Shooter,THQ,1.05,2.25,0.09,0.26,3.65
330,Silent Hill 1184,PS4,1980,Fighting,Square Enix,1.9,1.65,0.07,0.03,3.65
331,Silent Hill 7407,NES,2013,Action,THQ,3.07,0.42,0.06,0.1,3.65
332,Dead or Alive 759,PS3,2004,Racing,Activision,2.79,0.2,0.37,0.29,3.65
333,Crash Bandicoot 14492,Wii,1993,Strategy,2K Games,2.19,0.07,1.34,0.04,3.64
334,Silent Hill 6421,PS2,2009,Puzzle,Take-Two Interactive,2.97,0.08,0.54,0.05,3.64
335,Tiger Woods PGA Tour 1363,PSP,1984,Sports,Microsoft Game Studios,1.15,1.95,0.19,0.35,3.64
336,NBA 1085,N64,2002,Racing,Sony Computer Entertainment,2.93,0.05,0.48,0.17,3.63
337,Star Fox 10944,SAT,1995,Sports,Take-Two Interactive,0.16,3.07,0.27,0.13,3.63
338,Madden NFL 15780,PS2,1988,Fighting,505 Games,2.26,1.08,0.18,0.11,3.63
339,Tiger Woods PGA Tour 1149,GC,1985,Action,Capcom,2.65,0.47,0.36,0.15,3.63
340,F-Zero 14448,WiiU,2004,Racing,THQ,2.64,0.5,0.22,0.26,3.62
341,NBA 8490,GC,1982,Strategy,Square Enix,1.47,1.23,0.61,0.31,3.62
342,Donkey Kong 8629,PS,1981,Misc,Take-Two Interactive,2.07,0.36,0.54,0.65,3.62
343,Dragon Quest 5942,X360,2006,Action,Take-Two Interactive,1.74,0.9,0.64,0.34,3.62
344,Dead or Alive 3312,XOne,1980,Platform,Capcom,2.22,1.04,0.26,0.09,3.61
345,Mortal Kombat 9936,SAT,1999,Sports,THQ,3.1,0.21,0.17,0.13,3.61
346,Mortal Kombat 276,X360,1991,Adventure,Namco Bandai,2.31,0.72,0.55,0.03,3.61
347,Pro Evolution Soccer 15432,GBA,1991,Adventure,Ubisoft,0.14,1.44,1.14,0.89,3.61
348,Sonic the Hedgehog 13064,DC,1999,Action,Bandai,0.85,1.71,0.78,0.27,3.61
349,Madden NFL 15939,XB,2005,Fighting,Nintendo,2.44,0.31,0.67,0.19,3.61
350,Metal Gear Solid 15446,PS3,1990,Role-Playing,Sony Computer Entertainment,1.97,1.28,0.04,0.31,3.6
351,Kirby 6324,DC,1987,Platform,Sega,1.27,1.87,0.3,0.16,3.6
352,Spyro 10187,PS4,1993,Simulation,Electronic Arts,1.0,0.79,0.47,1.34,3.6
353,Metroid 6865,GBA,2012,Misc,Bandai,0.23,2.91,0.23,0.23,3.6
354,Star Fox 5393,3DS,2010,Platform,Sony Computer Entertainment,1.81,1.38,0.27,0.14,3.6
355,Dead or Alive 9433,GBA,1998,Fighting,2K Games,1.2,1.76,0.31,0.33,3.6
356,Metal Gear Solid 4663,PS4,2009,Platform,Bandai,0.97,1.83,0.7,0.1,3.6
357,Pro Evolution Soccer 8528,PS3,2006,Puzzle,2K Games,1.05,2.07,0.44,0.03,3.59
358,NBA 6911,XB,1998,Shooter,LucasArts,3.13,0.03,0.16,0.27,3.59
359,Final Fantasy 7659,X360,2001,Misc,Microsoft Game Studios,2.89,0.04,0.54,0.12,3.59
360,Star Fox 6505,WiiU,2016,Shooter,Konami,1.41,1.49,0.53,0.16,3.59
361,Pro Evolution Soccer 6522,3DS,2013,Strategy,Nintendo,2.23,1.26,0.08,0.02,3.59
362,Spyro 1988,GC,1981,Fighting,Ubisoft,0.04,2.31,0.92,0.31,3.58
363,Donkey Kong 4061,Wii,1991,Simulation,Atari,1.07,1.51,0.72,0.27,3.57
364,Star Fox 13306,PS3,1997,Action,Namco Bandai,2.36,1.13,0.06,0.02,3.57
365,Dead or Alive 7127,DS,2012,Shooter,THQ,1.72,0.86,0.74,0.25,3.57
366,Star Fox 2731,PC,2005,Action,Konami,0.46,2.17,0.89,0.05,3.57
367,F-Zero 3041,WiiU,1988,Shooter,Capcom,3.3,0.1,0.11,0.05,3.56
368,Mortal Kombat 1766,SNES,1997,Puzzle,Electronic Arts,2.06,0.69,0.19,0.62,3.56
369,Spyro 7327,PS4,2015,Platform,Bethesda,1.15,0.57,1.74,0.1,3.56
370,F-Zero 2673,NES,2011,Racing,Nintendo,1.39,2.05,0.08,0.04,3.56
371,NCAA Football 15789,Wii,1994,Sports,Electronic Arts,1.51,0.98,0.57,0.5,3.56
372,Mega Man 15466,PS,1990,Strategy,Capcom,2.09,1.06,0.38,0.03,3.56
373,Mortal Kombat 8180,X360,2002,Adventure,Microsoft Game Studios,2.24,0.7,0.59,0.03,3.56
374,Madden NFL 9657,3DS,1985,Simulation,Capcom,2.39,0.5,0.65,0.01,3.55
375,Sonic the Hedgehog 4992,X360,2003,Fighting,Bandai,2.14,1.17,0.2,0.04,3.55
376,Silent Hill 1702,SAT,2006,Role-Playing,Sony Computer Entertainment,2.54,0.93,0.04,0.04,3.55
377,Crash Bandicoot 4905,XB,2013,Platform,Ubisoft,1.72,0.88,0.67,0.28,3.55
378,Tekken 2357,PS4,2013,Platform,Konami,0.33,2.85,0.3,0.06,3.54
379,Metal Gear Solid 8866,SNES,1987,Puzzle,Nintendo,0.78,1.27,0.52,0.97,3.54
380,Sonic the Hedgehog 2063,PS2,2014,Simulation,Take-Two Interactive,1.55,1.66,0.18,0.15,3.54
381,Mega Man 14752,PS3,2010,Strategy,Bandai,3.13,0.24,0.14,0.03,3.54
382,Metal Gear Solid 11203,PS3,1987,Racing,Capcom,1.87,0.08,0.91,0.67,3.53
383,Metal Gear Solid 4211,PS2,1980,Puzzle,Deep Silver,1.57,0.86,1.03,0.07,3.53
384,Metroid 269,SAT,2010,Misc,Bethesda,2.31,0.29,0.25,0.68,3.53
385,Kirby 3954,XOne,2003,Action,Square Enix,2.93,0.15,0.31,0.14,3.53
386,Pro Evolution Soccer 8042,PSP,1999,Puzzle,LucasArts,2.76,0.53,0.17,0.07,3.53
387,Star Fox 12080,PS,2011,Shooter,Bethesda,1.36,0.85,1.3,0.02,3.53
388,Metal Gear Solid 5302,N64,1988,Action,Sega,0.73,2.47,0.3,0.03,3.53
389,Spyro 4035,N64,2014,Racing,2K Games,1.9,0.52,0.86,0.25,3.53
390,Street Fighter 2142,SAT,1995,Puzzle,Ubisoft,2.11,1.11,0.24,0.06,3.52
391,Tekken 14196,PS2,1980,Puzzle,Microsoft Game Studios,1.88,0.5,0.86,0.28,3.52
392,Pro Evolution Soccer 10066,PS3,1990,Action,505 Games,2.0,1.38,0.09,0.05,3.52
393,Dragon Quest 12582,N64,2006,Misc,Square Enix,2.13,1.11,0.06,0.22,3.52
394,F-Zero 434,WiiU,2001,Puzzle,Konami,3.28,0.18,0.03,0.03,3.52
395,Metroid 4016,X360,1997,Puzzle,Ubisoft,0.87,0.27,1.85,0.53,3.52
396,Tiger Woods PGA Tour 7548,PS4,1985,Simulation,Sony Computer Entertainment,2.6,0.81,0.05,0.06,3.52
397,Madden NFL 3805,PSP,2003,Racing,THQ,1.44,1.29,0.2,0.58,3.51
398,Madden NFL 4273,SAT,1993,Role-Playing,Atari,1.84,0.85,0.48,0.34,3.51
399,Metroid 3571,NES,2004,Fighting,Electronic Arts,2.7,0.3,0.37,0.14,3.51
400,Kirby 6003,PS,1993,Racing,LucasArts,0.06,1.77,1.36,0.32,3.51
401,Star Fox 9311,PS4,2016,Simulation,505 Games,2.6,0.68,0.16,0.07,3.51
402,Metroid 14556,NES,2016,Fighting,505 Games,0.21,2.86,0.3,0.14,3.51
403,Metal Gear Solid 14742,WiiU,1983,Shooter,THQ,2.74,0.6,0.15,0.01,3.5
404,Kirby 3399,SAT,2009,Sports,Nintendo,1.3,1.42,0.64,0.14,3.5
405,Sonic the Hedgehog 3548,GBA,1983,Shooter,Nintendo,0.87,2.06,0.23,0.34,3.5
406,Kirby 12916,SAT,2011,Simulation,Konami,1.7,1.24,0.21,0.35,3.5
407,Silent Hill 9051,XOne,2007,Action,LucasArts,2.17,0.55,0.12,0.65,3.49
408,Pro Evolution Soccer 10261,Wii,2002,Action,Bethesda,0.83,2.09,0.29,0.28,3.49
409,NCAA Football 13479,DC,1994,Action,Take-Two Interactive,2.18,0.44,0.27,0.6,3.49
410,Mega Man 2573,DC,2015,Fighting,Konami,1.91,0.79,0.65,0.14,3.49
411,Metal Gear Solid 10424,GC,1986,Puzzle,Deep Silver,2.43,0.32,0.6,0.14,3.49
412,Castlevania 8902,3DS,1992,Sports,Nintendo,1.93,0.14,0.29,1.13,3.49
413,NCAA Football 13662,PS,1998,Adventure,Bethesda,0.74,1.45,1.09,0.21,3.49
414,Dead or Alive 13722,PSP,1980,Fighting,Electronic Arts,0.59,0.59,2.19,0.12,3.49
415,NCAA Football 1592,GC,1982,Puzzle,505 Games,2.36,0.85,0.04,0.23,3.48
416,NCAA Football 9550,N64,1980,Strategy,Nintendo,2.45,0.47,0.34,0.22,3.48
417,Castlevania 2505,SAT,1991,Simulation,Konami,1.61,0.39,1.07,0.41,3.48
418,Madden NFL 2783,PC,1992,Adventure,Bandai,0.79,2.54,0.14,0.01,3.48
419,Star Fox 3549,DS,2013,Action,Konami,3.26,0.05,0.11,0.06,3.48
420,Donkey Kong 15600,PSP,1987,Fighting,Activision,0.6,2.35,0.42,0.1,3.47
421,Donkey Kong 1350,NES,2005,Sports,Bethesda,1.76,0.57,1.06,0.08,3.47
422,Tiger Woods PGA Tour 11993,DC,1983,Strategy,Nintendo,2.18,1.05,0.15,0.09,3.47
423,Donkey Kong 15478,PS3,2012,Sports,LucasArts,1.4,0.42,1.3,0.35,3.47
424,Castlevania 15372,Wii,2006,Fighting,Ubisoft,0.55,2.14,0.65,0.13,3.47
425,Crash Bandicoot 6137,N64,1989,Adventure,Deep Silver,0.96,1.52,0.65,0.33,3.46
426,Castlevania 4206,XB,2010,Racing,Konami,1.22,1.65,0.49,0.1,3.46
427,Street Fighter 10861,DC,2003,Puzzle,Sega,3.19,0.04,0.22,0.01,3.46
428,NBA 12366,Wii,1992,Simulation,Take-Two Interactive,1.94,0.73,0.77,0.02,3.46
429,Tomb Raider 6175,NES,2000,Puzzle,Electronic Arts,2.49,0.89,0.02,0.06,3.46
430,Metroid 6182,PS4,1995,Racing,Electronic Arts,2.53,0.32,0.57,0.04,3.46
431,Dead or Alive 3265,GBA,2015,Sports,Microsoft Game Studios,2.61,0.58,0.05,0.21,3.45
432,Metal Gear Solid 6329,SNES,1988,Puzzle,Sony Computer Entertainment,0.1,3.07,0.13,0.15,3.45
433,Mortal Kombat 939,N64,2007,Action,Activision,1.27,1.31,0.84,0.03,3.45
434,Final Fantasy 576,PS3,1982,Misc,Ubisoft,0.96,1.57,0.64,0.28,3.45
435,Kirby 9285,PSP,1998,Racing,THQ,1.08,2.12,0.07,0.18,3.45
436,Madden NFL 7541,GC,1984,Adventure,Activision,2.71,0.59,0.09,0.06,3.45
437,Silent Hill 13102,DS,1984,Fighting,THQ,2.48,0.13,0.36,0.48,3.45
438,Final Fantasy 10797,3DS,2008,Role-Playing,LucasArts,0.84,1.3,0.73,0.58,3.45
439,Spyro 4640,DC,1999,Fighting,Square Enix,2.12,0.9,0.13,0.3,3.45
440,NCAA Football 789,PS4,1988,Simulation,Nintendo,1.28,1.34,0.77,0.06,3.45
441,Mega Man 2100,NES,2004,Strategy,Electronic Arts,2.83,0.05,0.18,0.37,3.43
442,Street Fighter 7841,GC,2006,Role-Playing,Take-Two Interactive,0.43,2.06,0.27,0.67,3.43
443,Kirby 10993,XB,1998,Strategy,Bandai,1.67,0.46,1.28,0.02,3.43
444,Tiger Woods PGA Tour 2,DC,2007,Sports,Electronic Arts,1.95,0.69,0.19,0.6,3.43
445,Tiger Woods PGA Tour 6593,XB,1991,Shooter,Sony Computer Entertainment,3.08,0.16,0.15,0.04,3.43
446,Mortal Kombat 12712,PS4,1985,Action,Namco Bandai,2.11,0.31,0.96,0.05,3.43
447,Mega Man 2487,N64,2005,Role-Playing,LucasArts,0.79,1.0,1.52,0.11,3.42
448,Silent Hill 8264,DS,2006,Shooter,Konami,0.13,2.79,0.01,0.49,3.42
449,Mega Man 13851,SAT,1999,Action,Bandai,0.85,2.0,0.56,0.01,3.42
450,Donkey Kong 2210,DS,1980,Action,Ubisoft,1.85,0.71,0.85,0.01,3.42
451,NBA 14026,PSP,2002,Role-Playing,Deep Silver,2.04,0.22,1.08,0.08,3.42
452,Tomb Raider 1259,XOne,1987,Adventure,Square Enix,1.07,1.74,0.56,0.05,3.42
453,Dead or Alive 5402,PS,1981,Strategy,LucasArts,0.09,2.79,0.53,0.01,3.42
454,Final Fantasy 12885,WiiU,2014,Fighting,2K Games,0.11,2.19,1.06,0.06,3.42
455,Metroid 12270,XB,1989,Shooter,Bandai,0.29,0.39,2.51,0.23,3.42
456,Mortal Kombat 11506,PS3,1994,Simulation,Ubisoft,2.1,1.27,0.02,0.03,3.42
457,Madden NFL 4021,XB,1987,Puzzle,Konami,1.79,1.17,0.15,0.31,3.42
458,Mortal Kombat 3006,N64,1996,Action,Activision,1.55,1.27,0.41,0.18,3.41
459,Castlevania 14493,GBA,1989,Adventure,Electronic Arts,2.24,0.65,0.32,0.2,3.41
460,Madden NFL 9836,Wii,2009,Role-Playing,Namco Bandai,1.72,0.29,1.17,0.23,3.41
461,Star Fox 2400,WiiU,2003,Racing,Deep Silver,1.38,1.23,0.31,0.49,3.41
462,NBA 6936,N64,2009,Shooter,LucasArts,2.87,0.47,0.0,0.07,3.41
463,Kirby 518,X360,1990,Puzzle,Microsoft Game Studios,0.02,2.38,0.68,0.32,3.4
464,Donkey Kong 2675,XOne,2003,Role-Playing,Konami,2.62,0.27,0.38,0.13,3.4
465,NCAA Football 11730,XOne,1995,Simulation,THQ,2.85,0.41,0.0,0.14,3.4
466,Spyro 4767,3DS,2008,Puzzle,Atari,1.72,1.45,0.05,0.18,3.4
467,Donkey Kong 21,PS4,1984,Role-Playing,Namco Bandai,2.15,0.27,0.15,0.82,3.39
468,F-Zero 1445,GC,1988,Role-Playing,Capcom,1.52,1.58,0.16,0.13,3.39
469,Street Fighter 8758,NES,2006,Sports,Take-Two Interactive,2.72,0.52,0.08,0.07,3.39
470,Metal Gear Solid 4725,GC,1990,Action,Sony Computer Entertainment,0.28,2.16,0.03,0.92,3.39
471,NCAA Football 7214,X360,2006,Platform,Electronic Arts,1.05,1.53,0.65,0.16,3.39
472,Castlevania 7225,PS2,1993,Strategy,Capcom,0.03,3.03,0.28,0.05,3.39
473,Mortal Kombat 3485,NES,1993,Simulation,Activision,2.13,1.03,0.06,0.17,3.39
474,NCAA Football 10642,X360,1984,Action,Sony Computer Entertainment,1.45,1.04,0.31,0.59,3.39
475,Mega Man 3587,GBA,2000,Sports,Nintendo,0.25,2.7,0.19,0.25,3.39
476,Pro Evolution Soccer 3440,PSP,1995,Racing,Namco Bandai,1.13,0.06,2.05,0.14,3.38
477,Metal Gear Solid 13831,PS3,2003,Simulation,2K Games,1.49,1.18,0.66,0.05,3.38
478,Street Fighter 10899,PS3,2006,Sports,THQ,0.73,1.89,0.61,0.15,3.38
479,F-Zero 8425,DC,2014,Simulation,Bandai,2.38,0.36,0.56,0.08,3.38
480,Dragon Quest 5349,PS2,1981,Strategy,505 Games,1.01,1.81,0.4,0.16,3.38
481,Tomb Raider 11864,WiiU,2002,Fighting,Take-Two Interactive,2.19,0.97,0.07,0.15,3.38
482,Donkey Kong 6009,PS3,1985,Action,LucasArts,1.42,0.76,0.97,0.23,3.38
483,Donkey Kong 14053,SAT,1993,Platform,Bandai,2.43,0.27,0.0,0.68,3.38
484,Sonic the Hedgehog 6689,NES,1993,Sports,Namco Bandai,2.41,0.66,0.2,0.11,3.38
485,Metal Gear Solid 3530,X360,2007,Role-Playing,Sega,2.06,0.16,1.06,0.1,3.38
486,Metroid 14481,N64,2014,Misc,Sony Computer Entertainment,1.08,1.75,0.46,0.08,3.37
487,Tekken 2790,NES,2010,Sports,Capcom,2.95,0.1,0.05,0.27,3.37
488,NCAA Football 14618,PC,2006,Puzzle,Nintendo,0.2,2.71,0.39,0.07,3.37
489,Metroid 9001,N64,1980,Simulation,Namco Bandai,0.55,1.88,0.21,0.73,3.37
490,Silent Hill 10478,3DS,1988,Adventure,Activision,0.45,2.03,0.84,0.04,3.36
491,Metroid 14242,PS2,1987,Racing,Namco Bandai,0.21,2.76,0.31,0.08,3.36
492,Silent Hill 15235,XOne,2010,Sports,Electronic Arts,0.28,2.28,0.74,0.06,3.36
493,Tekken 3751,XB,2007,Puzzle,Ubisoft,0.41,0.81,1.39,0.74,3.35
494,Sonic the Hedgehog 10959,N64,2006,Adventure,LucasArts,0.7,1.88,0.37,0.4,3.35
495,Tomb Raider 13181,PS4,2008,Strategy,Activision,1.48,0.87,0.97,0.03,3.35
496,Metal Gear Solid 14977,PSP,2005,Platform,Sega,2.61,0.01,0.47,0.26,3.35
497,Silent Hill 7834,PSP,1990,Role-Playing,Electronic Arts,1.56,1.06,0.55,0.18,3.35
498,Dragon Quest 4829,XB,2006,Sports,505 Games,0.48,1.82,0.86,0.19,3.35
499,Donkey Kong 15149,PSP,1992,Action,Square Enix,2.69,0.37,0.04,0.25,3.35
500,Tomb Raider 7876,PS3,1983,Simulation,Microsoft Game Studios,1.26,1.54,0.5,0.05,3.35
501,NCAA Football 1625,GC,2012,Sports,Sony Computer Entertainment,2.1,0.93,0.08,0.24,3.35
502,Crash Bandicoot 10811,3DS,2008,Strategy,Square Enix,0.08,2.75,0.35,0.16,3.34
503,Star Fox 4513,PS2,1993,Misc,Square Enix,2.41,0.38,0.18,0.37,3.34
504,Madden NFL 9962,DC,1983,Shooter,Bethesda,1.88,0.49,0.93,0.04,3.34
505,Silent Hill 13020,PS3,1992,Strategy,Electronic Arts,1.26,1.41,0.18,0.49,3.34
506,Madden NFL 4746,SAT,1981,Shooter,Activision,2.26,0.37,0.42,0.28,3.33
507,Metroid 14905,NES,2001,Platform,Microsoft Game Studios,0.66,1.96,0.35,0.36,3.33
508,Final Fantasy 13358,DC,1988,Puzzle,Ubisoft,1.18,0.11,1.96,0.08,3.33
509,Tomb Raider 2946,PSP,1980,Strategy,Microsoft Game Studios,1.5,1.38,0.32,0.13,3.33
510,Silent Hill 7301,GC,1984,Puzzle,Nintendo,1.04,1.12,1.15,0.02,3.33
511,Madden NFL 1110,3DS,2015,Puzzle,Sony Computer Entertainment,0.98,1.4,0.41,0.54,3.33
512,Crash Bandicoot 10250,X360,2003,Strategy,Ubisoft,2.31,0.75,0.2,0.07,3.33
513,Dead or Alive 6474,PS3,1989,Simulation,Microsoft Game Studios,0.66,1.0,1.43,0.24,3.33
514,Street Fighter 11923,PS,2008,Shooter,Electronic Arts,1.72,0.79,0.68,0.14,3.33
515,Metal Gear Solid 12105,PSP,2003,Adventure,THQ,0.95,0.37,1.64,0.36,3.32
516,Street Fighter 11949,PS4,1994,Puzzle,Namco Bandai,2.26,0.82,0.18,0.06,3.32
517,Pro Evolution Soccer 9180,NES,2008,Shooter,Electronic Arts,1.61,1.22,0.44,0.05,3.32
518,Tomb Raider 8622,PS2,2011,Action,Namco Bandai,1.39,0.05,1.6,0.28,3.32
519,F-Zero 2906,PS3,1986,Strategy,Microsoft Game Studios,2.54,0.57,0.12,0.09,3.32
520,Final Fantasy 3421,PC,2000,Role-Playing,Nintendo,1.75,0.73,0.14,0.69,3.31
521,Kirby 4890,SNES,1991,Puzzle,Ubisoft,0.54,1.33,1.44,0.0,3.31
522,Star Fox 10188,GC,1985,Strategy,Activision,1.4,1.61,0.19,0.11,3.31
523,Kirby 3397,SNES,1980,Fighting,Square Enix,1.68,1.11,0.39,0.13,3.31
524,Sonic the Hedgehog 8066,DS,2007,Action,Bethesda,1.39,1.22,0.57,0.13,3.31
525,Tekken 7767,3DS,2012,Adventure,505 Games,0.37,2.28,0.61,0.05,3.31
526,Mortal Kombat 967,DS,2014,Adventure,Sega,2.65,0.55,0.06,0.04,3.3
527,Metal Gear Solid 10395,GC,2008,Action,Konami,2.97,0.18,0.1,0.05,3.3
528,Final Fantasy 8766,3DS,2015,Simulation,Deep Silver,0.12,1.96,0.68,0.54,3.3
529,Metal Gear Solid 14967,PS2,2002,Simulation,Square Enix,1.33,1.38,0.22,0.37,3.3
530,Spyro 14717,Wii,1987,Shooter,Deep Silver,1.93,1.21,0.06,0.1,3.3
531,Madden NFL 1398,GBA,2009,Platform,Sega,1.92,0.98,0.12,0.28,3.3
532,Metroid 10550,PS3,1998,Strategy,Konami,2.82,0.01,0.47,0.0,3.3
533,Tekken 3443,NES,1982,Action,505 Games,1.82,1.42,0.02,0.04,3.3
534,Castlevania 14022,X360,2007,Platform,Activision,2.3,0.84,0.14,0.02,3.3
535,NBA 1001,PS4,2012,Puzzle,505 Games,0.19,1.96,1.1,0.05,3.3
536,Sonic the Hedgehog 6710,PSP,2004,Strategy,2K Games,0.3,1.92,0.99,0.08,3.29
537,Final Fantasy 82,N64,1994,Role-Playing,Atari,0.95,1.94,0.18,0.22,3.29
538,Spyro 15209,GC,2006,Platform,Microsoft Game Studios,1.13,0.4,1.03,0.73,3.29
539,Crash Bandicoot 14619,GBA,1990,Simulation,Ubisoft,2.26,0.79,0.22,0.02,3.29
540,Kirby 3909,WiiU,2005,Action,Sony Computer Entertainment,0.56,1.63,0.68,0.42,3.29
541,Donkey Kong 7410,SAT,2013,Puzzle,Nintendo,1.85,0.13,0.23,1.08,3.29
542,Castlevania 6611,PS,1992,Simulation,Sega,2.51,0.49,0.13,0.16,3.29
543,Metroid 6980,DS,1988,Adventure,Deep Silver,1.04,1.69,0.41,0.14,3.28
544,F-Zero 3199,GC,2008,Shooter,Sony Computer Entertainment,0.67,1.55,0.58,0.48,3.28
545,Tiger Woods PGA Tour 15145,Wii,2013,Platform,Activision,2.27,0.32,0.03,0.66,3.28
546,Street Fighter 8690,DC,1989,Fighting,Microsoft Game Studios,2.12,0.48,0.53,0.15,3.28
547,Tiger Woods PGA Tour 235,XOne,1996,Puzzle,Take-Two Interactive,2.37,0.49,0.35,0.07,3.28
548,Tiger Woods PGA Tour 4803,GBA,1986,Sports,Bethesda,0.44,1.91,0.4,0.53,3.28
549,Tomb Raider 2073,DC,1995,Racing,Square Enix,0.72,0.27,2.28,0.01,3.28
550,F-Zero 13985,PS4,2016,Adventure,505 Games,2.52,0.24,0.18,0.34,3.28
551,Pro Evolution Soccer 10280,PSP,1995,Action,Namco Bandai,1.29,1.61,0.19,0.19,3.28
552,Dead or Alive 5753,Wii,2014,Sports,2K Games,1.43,1.22,0.51,0.12,3.28
553,Metal Gear Solid 12852,PS3,2005,Racing,Take-Two Interactive,0.55,1.61,0.79,0.32,3.27
554,NBA 13575,PSP,2005,Adventure,Ubisoft,0.5,2.03,0.46,0.28,3.27
